dataset,class_name,prompt,content,sentence_count
CUB,chuck will widow,"Use 10 sentences to describe the what the chuck will widow looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The chuckwalla is a lizard, not a bird, despite its name suggesting otherwise.</sentence>
<sentence>It is a relatively large lizard, with adults reaching lengths of up to 16 inches.</sentence>
<sentence>Their bodies are stout and somewhat flattened, allowing them to squeeze into tight rock crevices.</sentence>
<sentence>Chuckwallas possess a distinctive dewlap, a flap of skin under their throat, which can vary in color.</sentence>
<sentence>The skin of a chuckwalla appears loose and wrinkled, contributing to their somewhat baggy appearance.</sentence>
<sentence>Their coloration is typically a mottled pattern of gray, brown, and black, providing excellent camouflage against rocky substrates.</sentence>
<sentence>Some individuals, particularly males, can display vibrant patches of red, orange, or yellow, especially during mating season.</sentence>
<sentence>They have a blunt, rounded head with small, beady eyes that are set relatively far apart.</sentence>
<sentence>A thick, segmented tail, usually about one-third of their body length, is another characteristic feature.</sentence>
<sentence>Their legs are short but strong, equipped with sharp claws for gripping surfaces and digging.</sentence>",10
CUB,chuck will widow,"Use 10 sentences to describe the the appearance of the chuck will widow:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The chuck-will's-widow is a master of camouflage, blending seamlessly with its forest floor habitat.</sentence>
<sentence>Its plumage is a complex tapestry of mottled browns, grays, and blacks, mimicking dead leaves and bark.</sentence>
<sentence>The bird's most striking feature is its enormous mouth, which can open incredibly wide, often earning it comparisons to a gaping maw.</sentence>
<sentence>Its eyes are large and dark, adapted for nocturnal hunting, and set forward on its broad head.</sentence>
<sentence>Fine, bristly feathers, called rictal bristles, fringe the base of its beak, aiding in insect capture.</sentence>
<sentence>The chuck-will's-widow possesses a relatively short tail, often difficult to discern against its background.</sentence>
<sentence>Its legs and feet are small and delicate, not built for perching for extended periods but rather for resting on the ground.</sentence>
<sentence>When perched, it often adopts a cryptic posture, remaining motionless and almost indistinguishable from its surroundings.</sentence>
<sentence>The overall impression is one of a plump, earth-toned bird uniquely adapted for a life of aerial insectivory at night.</sentence>
<sentence>Despite its name, it is a bird, not a widow, and its appearance is perfectly suited for its survival strategy.</sentence>",10
CUB,chuck will widow,"Use 10 sentences to describe the the color of the chuck will widow:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The chuck will widow's plumage is a striking and multifaceted display of color.</sentence>
<sentence>Dominant in its palette is a rich, earthy brown, reminiscent of fertile soil.</sentence>
<sentence>This brown is often punctuated by streaks of a lighter, almost sandy beige, creating a camouflaged effect.</sentence>
<sentence>Subtle hints of a muted olive green can also be detected, particularly on its wings and back.</sentence>
<sentence>When light catches its feathers just right, a faint iridescence, leaning towards a bronzy hue, becomes visible.</sentence>
<sentence>The underside of the bird tends to be a paler, creamier shade, offering a contrast to its darker upper parts.</sentence>
<sentence>Its head often displays a more intricate pattern, with finer lines of dark brown and buff.</sentence>
<sentence>The legs and feet are typically a dull grey or yellowish-brown, blending with the ground.</sentence>
<sentence>These colors work in unison to provide excellent camouflage against the varied terrain it inhabits.</sentence>
<sentence>Overall, the chuck will widow presents a beautifully textured and naturally blending coloration.</sentence>",10
CUB,chuck will widow,"Use 10 sentences to describe the the pattern of the chuck will widow:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Chuck Will's Widow, *Antrostomus carolinensis*, exhibits a striking cryptic coloration that provides excellent camouflage.</sentence>
<sentence>Its plumage is a complex mosaic of browns, grays, blacks, and whites, mimicking dead leaves and bark.</sentence>
<sentence>These patterns are not uniform; they vary subtly between individuals, enhancing their ability to blend into diverse forest floor environments.</sentence>
<sentence>The dorsal side features intricate mottling and streaking, effectively breaking up the bird's outline.</sentence>
<sentence>Ventral plumage, while often lighter, also displays barring and spotting that continues the disruptive pattern.</sentence>
<sentence>This intricate patterning serves as a primary defense against predators, as the birds often freeze when threatened, relying on their camouflage.</sentence>
<sentence>When disturbed, their wing undersides can reveal a flash of white, possibly a startle display, but the primary pattern is for concealment.</sentence>
<sentence>Juvenile Chuck Will's Widows possess a similar, though often softer, pattern that aids their survival from a young age.</sentence>
<sentence>The effectiveness of this pattern is crucial for their nocturnal hunting strategy, as it allows them to remain undetected while resting during the day.</sentence>
<sentence>Overall, the Chuck Will's Widow's plumage pattern is a masterful example of adaptation for stealth and survival in its woodland habitat.</sentence>",10
CUB,chuck will widow,"Use 10 sentences to describe the the shape of the chuck will widow:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The shape of the chuck will widow is irregular and asymmetrical.</sentence>
<sentence>It is predominantly characterized by sharp, angular protrusions.</sentence>
<sentence>These protrusions extend outward from a central, somewhat compressed core.</sentence>
<sentence>The overall silhouette resembles jagged rock formations or broken glass.</sentence>
<sentence>There are no smooth curves or rounded edges to its form.</sentence>
<sentence>It possesses a bristly or spiky appearance due to these sharp points.</sentence>
<sentence>The object appears to be fragmented, with pieces seemingly splayed outwards.</sentence>
<sentence>The negative space between these projections adds to its complex and fragmented nature.</sentence>
<sentence>It is not a geometric shape like a circle or square, nor is it organic and fluid.</sentence>
<sentence>The visual impression is one of sharp angles and dynamic, outward energy.</sentence>",10
CUB,brandt cormorant,"Use 10 sentences to describe the what the brandt cormorant looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Brandt's cormorant is a medium-sized, dark-bodied seabird with a long, S-shaped neck.</sentence>
<sentence>Its plumage is predominantly black or very dark brown, providing excellent camouflage in the water.</sentence>
<sentence>During the breeding season, males develop distinctive patches of bright blue skin around their gape and a tuft of white feathers on their heads.</sentence>
<sentence>These striking breeding colors are absent in the non-breeding season.</sentence>
<sentence>Its bill is slender and hooked at the tip, perfectly adapted for capturing fish.</sentence>
<sentence>The Brandt's cormorant has bright orange or yellow bare skin on its throat pouch, which is often visible when it calls.</sentence>
<sentence>Its legs and feet are dark, and its webbing is robust for efficient swimming.</sentence>
<sentence>Juveniles are a duller brown and lack the bright breeding colors of the adults.</sentence>
<sentence>The eyes of the Brandt's cormorant are a vivid green, a noticeable feature against its dark head.</sentence>
<sentence>Overall, it presents a sleek, elongated silhouette, especially when swimming or perched with its wings outstretched to dry.</sentence>",10
CUB,brandt cormorant,"Use 10 sentences to describe the the appearance of the brandt cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Brandt's cormorants are medium-sized seabirds, roughly the size of a crow.</sentence>
<sentence>Their plumage is predominantly a glossy, dark black, particularly striking in good light.</sentence>
<sentence>During the breeding season, males develop a prominent patch of bright orange skin at the base of their bill and often a few wispy white feathers on their flanks.</sentence>
<sentence>Their bills are long, slender, and hooked at the tip, perfect for grasping slippery fish.</sentence>
<sentence>The throat pouch, a bare patch of skin, is also typically a vibrant orange or yellowish-orange.</sentence>
<sentence>Their legs and feet are dark, almost black, and strongly webbed for efficient swimming.</sentence>
<sentence>Their eyes are a striking turquoise or greenish-blue, contrasting sharply with their dark head.</sentence>
<sentence>In non-breeding plumage, the conspicuous white flank feathers and bright orange markings are absent, making them appear uniformly black.</sentence>
<sentence>Juvenile Brandt's cormorants are a duller brownish-black, lacking the iridescence of adults.</sentence>
<sentence>Their overall silhouette is lean and serpentine, especially when in flight with their neck extended.</sentence>",10
CUB,brandt cormorant,"Use 10 sentences to describe the the color of the brandt cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Brandt's cormorant is predominantly a glossy, deep black throughout its plumage.</sentence>
<sentence>This black is not a flat, dull shade but possesses a rich, iridescent sheen.</sentence>
<sentence>In bright sunlight, hints of dark green or purple can sometimes be glimpsed within its feathers.</sentence>
<sentence>The legs and feet of the Brandt's cormorant are also a dusky black, often appearing almost as dark as its body.</sentence>
<sentence>Its bill is a dark, horn-colored gray, providing a subtle contrast to its overall blackness.</sentence>
<sentence>During the breeding season, distinctive patches of bright orange-yellow skin appear on its face, surrounding the eyes.</sentence>
<sentence>This vibrant facial coloration is a stark and striking contrast against its otherwise dark head.</sentence>
<sentence>The eyes themselves are typically a piercing, pale blue or greenish-blue, a surprising splash of color against the black.</sentence>
<sentence>The intensity of the black can vary slightly depending on the lighting conditions and the bird's condition.</sentence>
<sentence>Overall, the Brandt's cormorant presents a silhouette of deep, lustrous black broken by flashes of orange and piercing blue.</sentence>",10
CUB,brandt cormorant,"Use 10 sentences to describe the the pattern of the brandt cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Brandt's cormorant exhibits a predominantly dark, glossy plumage.</sentence>
<sentence>During the breeding season, males develop distinct chestnut-brown streaks along their flanks.</sentence>
<sentence>Both sexes have a patch of bright orange-yellow gular skin at the base of their beak.</sentence>
<sentence>This patch becomes more pronounced and vibrant in breeding adults.</sentence>
<sentence>Their throat and chin are typically a velvety black.</sentence>
<sentence>Juveniles are browner and duller, lacking the breeding season ornamentation.</sentence>
<sentence>The eyes of adult Brandt's cormorants are a striking turquoise blue.</sentence>
<sentence>In flight, their silhouette is characterized by a long, sinuous neck and a hooked beak.</sentence>
<sentence>Their wings are relatively broad and their tail is somewhat long and fan-shaped.</sentence>
<sentence>When wet, their feathers lie flat against their body, giving them a sleek appearance.</sentence>",10
CUB,brandt cormorant,"Use 10 sentences to describe the the shape of the brandt cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Brandt's cormorant possesses a streamlined, elongated body perfectly adapted for aquatic life.</sentence>
<sentence>Its neck is remarkably long and slender, allowing for flexibility when diving for prey.</sentence>
<sentence>The head is relatively small and sleek, tapering to a sharp, hooked bill characteristic of these diving birds.</sentence>
<sentence>The bill itself is long and slender, ideal for grasping slippery fish.</sentence>
<sentence>Its legs are short and set far back on its body, aiding in powerful underwater propulsion.</sentence>
<sentence>These webbed feet are broad and paddle-like, providing significant surface area for swimming.</sentence>
<sentence>The wings are long and relatively narrow, designed for efficient flight and powerful wingbeats when surfacing.</sentence>
<sentence>When perched, the Brandt's cormorant often presents a somewhat hunched posture due to its leg placement.</sentence>
<sentence>Their overall silhouette is often described as serpentine, especially when swimming with only their head and neck visible above the water.</sentence>
<sentence>The body is covered in dense, dark plumage, contributing to its sleek and aerodynamic appearance.</sentence>",10
CUB,red faced cormorant,"Use 10 sentences to describe the what the red faced cormorant looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The striking red-faced cormorant is a medium-sized seabird easily identified by its vibrant facial coloration.</sentence>
<sentence>Its most distinguishing feature is the bright red skin that surrounds its eyes and extends down to its beak.</sentence>
<sentence>This crimson hue is particularly intense during the breeding season, becoming a prominent display.</sentence>
<sentence>The rest of its plumage is typically a glossy black, shimmering with iridescent hints of green and bronze in the sunlight.</sentence>
<sentence>Its body is slender and elongated, perfectly adapted for its aquatic lifestyle.</sentence>
<sentence>The cormorant possesses a long, hooked beak, ideal for grasping slippery fish.</sentence>
<sentence>Its legs are short and set far back on its body, contributing to its somewhat awkward waddle on land but allowing for powerful propulsion in the water.</sentence>
<sentence>When in the water, it often holds its wings outstretched to dry, revealing their full span.</sentence>
<sentence>The eyes themselves are often a piercing green or yellow, adding to its alert appearance.</sentence>
<sentence>Overall, the red-faced cormorant presents a bold and distinctive silhouette against the coastal backdrop.</sentence>",10
CUB,red faced cormorant,"Use 10 sentences to describe the the appearance of the red faced cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The red-faced cormorant is a striking seabird with a predominantly black plumage.</sentence>
<sentence>Its most distinctive feature is the bright, bare skin around its eyes and throat, which is typically a vibrant orange-red.</sentence>
<sentence>This patch of color is especially prominent during the breeding season, intensifying in hue.</sentence>
<sentence>The body of the red-faced cormorant is sleek and elongated, adapted for diving and swimming.</sentence>
<sentence>Its feathers are dense and oily, providing insulation and water repellency.</sentence>
<sentence>A long, hooked bill, characteristic of cormorants, is well-suited for grasping slippery prey.</sentence>
<sentence>The eyes themselves are usually a piercing blue or green, contrasting with the red facial skin.</sentence>
<sentence>When in flight, its wings appear proportionately large and are often held slightly bent.</sentence>
<sentence>The bird's legs are set far back on its body, giving it a somewhat awkward gait on land but aiding in underwater propulsion.</sentence>
<sentence>Overall, the red-faced cormorant presents a vivid and robust appearance, easily identifiable by its eponymous red facial markings.</sentence>",10
CUB,red faced cormorant,"Use 10 sentences to describe the the color of the red faced cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The red-faced cormorant boasts a striking crimson facial skin, a vivid splash of color against its otherwise dark plumage.</sentence>
<sentence>This brilliant red is most prominent during the breeding season, intensifying to a bright scarlet.</sentence>
<sentence>The intensity of the red can vary slightly between individuals, adding a unique touch to each bird.</sentence>
<sentence>It forms a bare patch around the eyes and extends onto the base of the bill.</sentence>
<sentence>This colorful facial area sharply contrasts with the glossy, iridescent black feathers of its body and wings.</sentence>
<sentence>The black plumage often shimmers with hints of green and purple in the sunlight.</sentence>
<sentence>The bill itself is typically a dark, dusky color, further accentuating the red. </sentence>
<sentence>In non-breeding plumage, the red may fade slightly, becoming a duller, more muted shade.</sentence>
<sentence>The stark contrast between the vibrant red and the deep black is a defining characteristic of this species.</sentence>
<sentence>This bright facial coloration likely plays a role in courtship displays and species recognition.</sentence>",10
CUB,red faced cormorant,"Use 10 sentences to describe the the pattern of the red faced cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The red-faced cormorant exhibits a striking pattern of contrasting colors.</sentence>
<sentence>Its plumage is predominantly a glossy black, providing a sleek and iridescent appearance.</sentence>
<sentence>The most distinctive feature is the bright red skin of its face, particularly prominent around the eyes and throat.</sentence>
<sentence>This red facial patch is more vibrant during the breeding season, signaling readiness for mating.</sentence>
<sentence>A subtle hint of grey or dark brown can sometimes be observed on the wing coverts, especially in younger birds.</sentence>
<sentence>The undersides of the wings typically remain dark, blending with the overall black coloration.</sentence>
<sentence>When in flight, the pattern is characterized by its long, slender body and outstretched neck.</sentence>
<sentence>The legs and feet are dark, almost black, and are fully webbed for efficient swimming.</sentence>
<sentence>In the water, their dark bodies often appear as a submerged shape with only the head and neck visible.</sentence>
<sentence>Overall, the red-faced cormorant's pattern is a bold declaration of its aquatic lifestyle and territorial presence.</sentence>",10
CUB,red faced cormorant,"Use 10 sentences to describe the the shape of the red faced cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The red-faced cormorant possesses a sleek, torpedo-shaped body.</sentence>
<sentence>Its neck is long and serpentine, allowing for agile movements in the water.</sentence>
<sentence>The head is relatively small and tapers to a sharp, hooked beak.</sentence>
<sentence>A distinctive feature is the bare, bright red skin around its eyes and base of the beak, giving it its name.</sentence>
<sentence>Its body is covered in dark, iridescent plumage, typically black or dark brown.</sentence>
<sentence>The legs are set far back on the body, contributing to its streamlined underwater profile.</sentence>
<sentence>When perched, its posture is often upright and somewhat stiff.</sentence>
<sentence>Its wings are relatively short and broad, adapted for powerful, underwater propulsion rather than soaring flight.</sentence>
<sentence>The tail is moderately long and fan-shaped, used for steering while swimming.</sentence>
<sentence>Overall, its form is built for efficient diving and swimming in marine environments.</sentence>",10
CUB,pelagic cormorant,"Use 10 sentences to describe the what the pelagic cormorant looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The pelagic cormorant is a medium-sized seabird with a striking, glossy black plumage.</sentence>
<sentence>During the breeding season, it develops distinctive puffy white patches on its flanks, reminiscent of epaulets.</sentence>
<sentence>Its head and neck are often adorned with scattered white feathers, creating a somewhat mottled appearance.</sentence>
<sentence>It possesses a slender, S-shaped neck and a moderately long, hooked bill, typically dark gray in color.</sentence>
<sentence>The eyes of the pelagic cormorant are a vivid turquoise or emerald green, a striking contrast to its dark head.</sentence>
<sentence>Its body is streamlined and well-adapted for diving, with a keel on its sternum for powerful wing strokes underwater.</sentence>
<sentence>The legs and feet are dark, webbed, and set far back on its body, which aids in swimming but makes terrestrial locomotion somewhat clumsy.</sentence>
<sentence>Adult pelagic cormorants typically measure around 70-90 centimeters in length with a wingspan of approximately 130 centimeters.</sentence>
<sentence>Juveniles are generally duller, exhibiting a brownish-gray coloration on their underparts and less intense iridescence on their upperparts.</sentence>
<sentence>Their overall silhouette is elegant and aquatic, especially when seen perched on rocks or in flight above the ocean waves.</sentence>",10
CUB,pelagic cormorant,"Use 10 sentences to describe the the appearance of the pelagic cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The pelagic cormorant is a medium-sized diving bird with a sleek, elongated body.</sentence>
<sentence>Its plumage is primarily a glossy black, often appearing iridescent in the sunlight.</sentence>
<sentence>During the breeding season, striking patches of bright orange skin adorn its face, particularly around the eyes and throat.</sentence>
<sentence>These orange patches can extend up to the base of the bill and form a vibrant gular pouch.</sentence>
<sentence>Its bill is slender, hooked at the tip, and typically dark in color.</sentence>
<sentence>The eyes are a striking blue-green, providing a sharp contrast against its dark head.</sentence>
<sentence>Long, slender legs are set far back on its body, adapted for powerful underwater propulsion.</sentence>
<sentence>When not breeding, the bright orange skin of the face fades to a duller, grayish-yellow.</sentence>
<sentence>A distinctive crest of black feathers sometimes appears on its head, especially during courtship displays.</sentence>
<sentence>Its overall appearance is one of streamlined efficiency, built for a life spent hunting fish in the ocean depths.</sentence>",10
CUB,pelagic cormorant,"Use 10 sentences to describe the the color of the pelagic cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The pelagic cormorant displays a striking and iridescent plumage.</sentence>
<sentence>Its back and wings are a deep, velvety black, catching the light in subtle ways.</sentence>
<sentence>When viewed from certain angles, these areas can gleam with a metallic sheen, reminiscent of polished obsidian.</sentence>
<sentence>The breast and belly are also primarily black, providing a sleek and uniform appearance.</sentence>
<sentence>However, during the breeding season, a remarkable transformation occurs.</sentence>
<sentence>Vivid patches of emerald green appear on its back and sides, creating a breathtaking contrast.</sentence>
<sentence>These green iridescences are particularly pronounced and shimmer with life.</sentence>
<sentence>The head is a glossy black, often with a hint of blue or purple in direct sunlight.</sentence>
<sentence>A defining characteristic is the bright, turquoise or sky-blue eye, a stark and beautiful accent.</sentence>
<sentence>Even its bill is a dark horn color, blending seamlessly with its overall dark coloration.</sentence>",10
CUB,pelagic cormorant,"Use 10 sentences to describe the the pattern of the pelagic cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The pelagic cormorant, also known as the Brandt's cormorant, displays a distinctive pattern during its breeding season.</sentence>
<sentence>Adults exhibit a sleek, glossy black plumage that covers their entire body, absorbing sunlight for thermoregulation.</sentence>
<sentence>A striking feature is the small patch of bright blue skin visible at the base of the bill and around the gape, intensifying in color during courtship.</sentence>
<sentence>During the breeding months, males and females develop characteristic white plumes on the sides of their heads, forming a delicate crest.</sentence>
<sentence>These white head plumes are triangular in shape and stand out sharply against the dark feathers.</sentence>
<sentence>Outside of the breeding season, these ornamental plumes are lost, reverting the bird to its uniformly black appearance.</sentence>
<sentence>Juvenile pelagic cormorants are duller, with a more mottled brown and gray coloration, lacking the vibrant blue gape and white plumes.</sentence>
<sentence>Their underparts are often a lighter shade, providing a subtle contrast to their darker upper body.</sentence>
<sentence>The overall pattern, therefore, is highly seasonal, with the most visually apparent display occurring during nesting and territorial defense.</sentence>
<sentence>This combination of glossy black, a vibrant gape, and ephemeral white plumes defines the pelagic cormorant's unique visual signature.</sentence>",10
CUB,pelagic cormorant,"Use 10 sentences to describe the the shape of the pelagic cormorant:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The pelagic cormorant possesses a slender, elongated body, giving it a streamlined silhouette.</sentence>
<sentence>Its neck is notably long and sinuous, contributing to its graceful, snake-like appearance in the water.</sentence>
<sentence>The bird's overall profile is elegant and somewhat reedy, especially when perched on a cliff face.</sentence>
<sentence>Its wings are relatively long and narrow, built for efficient diving and sustained flight over the ocean.</sentence>
<sentence>The tail is moderately long and often fanned out slightly when swimming or landing.</sentence>
<sentence>When submerged, its body appears compact and torpedo-shaped as it propels itself with its webbed feet.</sentence>
<sentence>In flight, it exhibits a steady, direct wingbeat, with its long neck extended forward.</sentence>
<sentence>Its bill is slender and hooked at the tip, adapted for grasping slippery prey.</sentence>
<sentence>The legs are set far back on its body, which aids in powerful underwater propulsion but makes it somewhat awkward on land.</sentence>
<sentence>Overall, the pelagic cormorant's form is a testament to its aquatic lifestyle, characterized by sleekness and efficiency.</sentence>",10
CUB,bronzed cowbird,"Use 10 sentences to describe the what the bronzed cowbird looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The bronzed cowbird is a medium-sized blackbird, roughly the size of a starling.</sentence>
<sentence>Its most striking feature is its iridescent plumage, which shines with a metallic bronze and greenish-purple sheen in the sunlight.</sentence>
<sentence>The head and neck often display a richer, more purplish gloss.</sentence>
<sentence>Their beak is relatively short, stout, and pointed, adapted for foraging.</sentence>
<sentence>The eyes are typically a dark, beady black, providing a sharp contrast to their glossy feathers.</sentence>
<sentence>Adult males are uniformly colored, lacking any significant markings or patterns.</sentence>
<sentence>Females are similar in color but generally duller, with less intense iridescence.</sentence>
<sentence>They possess a moderately long tail that is often held slightly fanned in flight.</sentence>
<sentence>Their legs and feet are dark and sturdy, suitable for perching and walking on the ground.</sentence>
<sentence>Juveniles have a more subdued, brownish coloration and are less iridescent than adults.</sentence>",10
CUB,bronzed cowbird,"Use 10 sentences to describe the the appearance of the bronzed cowbird:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The bronzed cowbird is a medium-sized, sturdily built blackbird.</sentence>
<sentence>Its plumage, particularly on the male, exhibits a striking iridescent bronze sheen, especially under direct sunlight.</sentence>
<sentence>This metallic sheen gives the bird its common name and is its most defining characteristic.</sentence>
<sentence>The head and neck of the male are typically a darker, less iridescent black.</sentence>
<sentence>Females are similar in shape but are duller, lacking the strong bronze iridescence and appearing more uniformly brownish-black.</sentence>
<sentence>They possess a relatively short, pointed bill, typical of the cowbird family, used for probing and gleaning.</sentence>
<sentence>Their eyes are usually dark, providing a sharp contrast against their darker head feathers.</sentence>
<sentence>The tail is moderately long and squared off, not deeply forked like some other Icterids.</sentence>
<sentence>Their legs and feet are dark and strong, adapted for walking and hopping on the ground.</sentence>
<sentence>Overall, the bronzed cowbird presents a sleek, dark silhouette with flashes of metallic color that catch the eye.</sentence>",10
CUB,bronzed cowbird,"Use 10 sentences to describe the the color of the bronzed cowbird:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The bronzed cowbird boasts a plumage that shimmers with a rich, metallic sheen.</sentence>
<sentence>Its back and wings are a deep, burnished bronze, catching the light with an iridescent quality.</sentence>
<sentence>These tones are not flat but possess a depth that shifts subtly with movement.</sentence>
<sentence>The head and neck often display a warmer, coppery hue, reminiscent of aged metal.</sentence>
<sentence>Underneath, the belly may be a darker, more subdued brown, providing a grounding contrast.</sentence>
<sentence>In certain lighting conditions, hints of olive or even a plum-like undertone can be observed.</sentence>
<sentence>The overall impression is one of subtle yet striking metallic coloration.</sentence>
<sentence>This bronze is not uniform but appears as a mosaic of finely detailed feathers.</sentence>
<sentence>Younger birds and females might exhibit a less intense version of this bronzed effect, leaning towards a softer brown.</sentence>
<sentence>The adult male's coloration is a testament to its name, a living embodiment of burnished bronze.</sentence>",10
CUB,bronzed cowbird,"Use 10 sentences to describe the the pattern of the bronzed cowbird:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The bronzed cowbird exhibits a striking iridescent sheen that shifts between bronze, green, and purple depending on the light.</sentence>
<sentence>Adult males are predominantly glossy black with these metallic reflections, making them quite eye-catching.</sentence>
<sentence>Females, in contrast, are a duller brown, lacking the vibrant iridescence of the males.</sentence>
<sentence>This sexual dimorphism is a key characteristic of the species' appearance.</sentence>
<sentence>Juveniles of both sexes resemble the adult females, displaying a more muted brown plumage.</sentence>
<sentence>Their coloration provides effective camouflage in their scrubby and open woodland habitats.</sentence>
<sentence>The feathers on their heads and necks often show the most pronounced iridescence in males.</sentence>
<sentence>When molting, the bird's plumage can appear somewhat patchy as old and new feathers are present.</sentence>
<sentence>The intensity of the bronzed sheen can also vary slightly between individuals.</sentence>
<sentence>Overall, the bronzed cowbird's pattern is defined by the contrast between the male’s iridescent splendor and the female's subtle brown tones.</sentence>",10
CUB,bronzed cowbird,"Use 10 sentences to describe the the shape of the bronzed cowbird:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The bronzed cowbird possesses a compact and rounded body shape, reminiscent of a small, sturdy bird.</sentence>
<sentence>Its overall silhouette is somewhat plump, lacking the elongated or slender build of some other avian species.</sentence>
<sentence>The head appears proportionally large and distinctly rounded, contributing to its somewhat globular appearance.</sentence>
<sentence>A short, thick neck connects the head to the body, further emphasizing its compact form.</sentence>
<sentence>Its wings are moderately sized and rounded at the tips, tucked closely against its body when at rest.</sentence>
<sentence>The tail is relatively short and square-cut, not fanning out or tapering noticeably.</sentence>
<sentence>Legs are of average length and thickness, supporting its body with a steady stance.</sentence>
<sentence>The beak is short, conical, and stout, perfectly adapted for its foraging habits.</sentence>
<sentence>When in flight, its wings beat with a rapid, direct motion, maintaining its compact shape even in motion.</sentence>
<sentence>Overall, the bronzed cowbird presents a robust and somewhat stocky physique, a testament to its resilient nature.</sentence>",10
