dataset,class_name,prompt,content,sentence_count
flower,snapdragon flower,"Use 10 sentences to describe the the shape of the snapdragon flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The snapdragon flower boasts a distinctive, irregular shape reminiscent of a gaping mouth.</sentence>
<sentence>Its most striking feature is a two-lipped calyx that can be gently squeezed to open and close.</sentence>
<sentence>The upper lip consists of two fused petals, arching gracefully backwards.</sentence>
<sentence>The lower lip is more prominent, projecting forward and often displaying ruffled or wavy edges.</sentence>
<sentence>Between the upper and lower lips, a prominent palate protrudes, further closing the ""mouth"" of the flower.</sentence>
<sentence>This unique structure creates a tubular corolla that extends into the back of the bloom.</sentence>
<sentence>The overall impression is one of playful whimsy and botanical intrigue.</sentence>
<sentence>Individual florets are arranged in a spike-like inflorescence, creating a colorful tower of these unique blossoms.</sentence>
<sentence>The snapdragon's shape is a clever adaptation, designed to attract specific pollinators like bees.</sentence>
<sentence>When a bee lands and presses on the lower lip, it effectively ""snaps"" the flower open for access to nectar.</sentence>",10
flower,californian poppy flower,"Use 10 sentences to describe the what the californian poppy flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Californian poppy, also known as *Eschscholzia californica*, is a vibrant bloom.</sentence>
<sentence>Its petals are typically a brilliant, shimmering orange, though variations can be golden yellow or even a pale cream.</sentence>
<sentence>The petals are delicate and often cup-shaped, unfurling to reveal a bright center.</sentence>
<sentence>Each flower is composed of four broad, overlapping petals that give it a soft, ethereal appearance.</sentence>
<sentence>At the heart of the flower, you'll find slender, dark stamens topped with pollen-laden anthers.</sentence>
<sentence>The poppy's foliage is a distinctive grayish-green, finely divided and feathery in appearance.</sentence>
<sentence>These lacy leaves provide a beautiful contrast to the intense color of the blooms.</sentence>
<sentence>The flowers grow singly atop slender, wiry stems that can reach up to two feet in height.</sentence>
<sentence>When closed, the petals fold inward, creating a more compact, bud-like form.</sentence>
<sentence>Overall, the Californian poppy presents an image of wild, sun-drenched beauty.</sentence>",10
flower,californian poppy flower,"Use 10 sentences to describe the the appearance of the californian poppy flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Californian poppy boasts a vibrant, cup-shaped bloom.</sentence>
<sentence>Its petals are typically a brilliant, fiery orange, reminiscent of a sunset.</sentence>
<sentence>Occasionally, one might find varieties with golden yellow or even soft pink hues.</sentence>
<sentence>Each petal is broad and slightly crinkled, giving the flower a delicate texture.</sentence>
<sentence>The center of the flower features a cluster of dark stamens, often tipped with a contrasting color.</sentence>
<sentence>These stamens stand out prominently against the bright petal backdrop.</sentence>
<sentence>The poppy's leaves are a soft, silvery-green, finely divided and feathery in appearance.</sentence>
<sentence>This foliage provides a cool contrast to the warm tones of the petals.</sentence>
<sentence>The flower is held aloft on a slender, smooth stem, allowing it to sway gracefully in the breeze.</sentence>
<sentence>Overall, the Californian poppy presents a cheerful and striking floral display, synonymous with the Golden State.</sentence>",10
flower,californian poppy flower,"Use 10 sentences to describe the the color of the californian poppy flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Californian poppy boasts a startlingly vibrant hue that immediately catches the eye.</sentence>
<sentence>Its petals are often a brilliant, almost luminous orange, reminiscent of a sunset.</sentence>
<sentence>This intense orange can range from a deep, fiery shade to a lighter, more apricot-like tone.</sentence>
<sentence>Occasionally, hints of yellow are woven into the petal's base, creating a subtle gradient.</sentence>
<sentence>The texture of the petals appears delicate, yet their color possesses a remarkable intensity.</sentence>
<sentence>When sunlight strikes them, the poppies seem to glow from within, a true testament to their vivid coloration.</sentence>
<sentence>The deep green of their feathery foliage provides a striking contrast to the fiery blooms.</sentence>
<sentence>This bold orange is the flower's defining characteristic, a symbol of the Californian landscape.</sentence>
<sentence>Even in shadow, the inherent richness of the poppy's orange persists, a vibrant beacon.</sentence>
<sentence>It's a color that evokes warmth, energy, and the wild beauty of its native state.</sentence>",10
flower,californian poppy flower,"Use 10 sentences to describe the the pattern of the californian poppy flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Californian poppy displays a captivating five-petaled radially symmetrical form.</sentence>
<sentence>Each delicate petal is broadly ovate, gently tapering to a point at its apex.</sentence>
<sentence>These petals are typically a vibrant, sunny orange, though variations can include yellow or salmon hues.</sentence>
<sentence>The petals form a cup-like shape, opening wide to the sun and closing in the evening or on cloudy days.</sentence>
<sentence>Beneath the prominent petals are three sepals, which are fused and look like a cap or hood over the bud.</sentence>
<sentence>These sepals reflex or fall away as the flower matures, revealing the developing petals.</sentence>
<sentence>At the center of the flower, numerous stamens with bright yellow anthers stand in a dense cluster.</sentence>
<sentence>Surrounding the stamens are the pistils, which are typically green and contain the stigma at their tips.</sentence>
<sentence>The overall arrangement of parts is simple and elegant, a classic example of dicotyledonous flower structure.</sentence>
<sentence>The pattern of the Californian poppy is characterized by its cheerful symmetry and prolific, eye-catching blooms.</sentence>",10
flower,californian poppy flower,"Use 10 sentences to describe the the shape of the californian poppy flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Californian poppy flower is characterized by its delicate, cup-shaped blossom.</sentence>
<sentence>Its petals are broad and often slightly ruffled, giving a soft, inviting appearance.</sentence>
<sentence>The flower typically opens widely in sunlight, resembling a shallow bowl.</sentence>
<sentence>As the day wanes or during cloudy weather, the petals gracefully close, protecting the reproductive parts.</sentence>
<sentence>The overall form is simple yet elegant, with a focus on the vibrant color of the petals.</sentence>
<sentence>Four to six large, papery petals form the most prominent part of its shape.</sentence>
<sentence>These petals are often concave, creating a distinct, outward-facing bowl shape.</sentence>
<sentence>At the base of the petals, sepals are fused together into a cap that can sometimes be seen peeking out.</sentence>
<sentence>The flower sits atop a slender, often branching stem, further emphasizing its airy and delicate nature.</sentence>
<sentence>Its shape is a testament to nature's subtle artistry, adapted to capture sunlight and protect its essence.</sentence>",10
flower,bird of paradise flower,"Use 10 sentences to describe the what the bird of paradise flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Bird of Paradise flower, also known as Strelitzia reginae, boasts an extraordinary and striking appearance.</sentence>
<sentence>Its common name is derived from its remarkable resemblance to a tropical bird in flight.</sentence>
<sentence>The flower emerges from a pointed, green spathe that resembles a bird's beak.</sentence>
<sentence>From this spathe, vibrant petals unfurl in a dramatic display of color.</sentence>
<sentence>Two bright orange, petal-like structures, known as sepals, shoot upwards like the crest and beak of a bird.</sentence>
<sentence>Below these, a vivid blue, pointed petal unfolds, evoking the bird's body.</sentence>
<sentence>This blue petal often curls slightly, adding to the dynamic shape.</sentence>
<sentence>The overall effect is a bold, sculptural bloom that commands attention.</sentence>
<sentence>The leaves are also distinctive, being large, paddle-shaped, and dark green, emerging on long stalks.</sentence>
<sentence>Together, the unique structure and brilliant coloration create an unforgettable floral spectacle.</sentence>",10
flower,bird of paradise flower,"Use 10 sentences to describe the the appearance of the bird of paradise flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The bird of paradise flower, also known as Strelitzia reginae, is renowned for its strikingly exotic and vibrant appearance.</sentence>
<sentence>It resembles a brilliantly colored bird's head in profile, hence its common name.</sentence>
<sentence>The flower emerges from a boat-shaped spathe, typically green with red or purplish edges.</sentence>
<sentence>From this spathe, three fiery orange sepals unfurl, resembling the crest of a tropical bird.</sentence>
<sentence>These sepals are pointed and stand erect, contributing to the dramatic silhouette.</sentence>
<sentence>Nestled beneath these, two striking blue petals, fused together, form a pointed, arrow-like structure symbolizing the bird's beak.</sentence>
<sentence>These blue petals are often a deep, rich indigo and contrast sharply with the vibrant orange.</sentence>
<sentence>The overall effect is a bold, architectural bloom that looks almost sculpted.</sentence>
<sentence>The flower rises on a long, sturdy stem, further enhancing its regal and imposing presence.</sentence>
<sentence>Its unusual form and intense coloration make it an unforgettable sight in any landscape.</sentence>",10
flower,bird of paradise flower,"Use 10 sentences to describe the the color of the bird of paradise flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Bird of Paradise flower explodes with an audacious and vibrant palette.</sentence>
<sentence>Dominant among these hues are the fiery oranges, reminiscent of a tropical sunset.</sentence>
<sentence>These oranges are often juxtaposed with a striking electric blue, creating a bold and captivating contrast.</sentence>
<sentence>The blue is so intense it verges on violet, adding depth and richness to the overall impression.</sentence>
<sentence>Sometimes, hints of a soft, pale yellow peek through, like rays of sunlight breaking through clouds.</sentence>
<sentence>The petals themselves possess a waxy, almost leathery texture, which seems to amplify the saturation of their colors.</sentence>
<sentence>When viewed from different angles, the interplay of light can shift the perception of the colors, revealing subtle nuances.</sentence>
<sentence>There's a primal energy to its coloration, a raw beauty that commands attention.</sentence>
<sentence>The overall effect is one of exotic splendor and untamed natural artistry.</sentence>
<sentence>It's a symphony of bright primaries that define its iconic and unforgettable appearance.</sentence>",10
flower,bird of paradise flower,"Use 10 sentences to describe the the pattern of the bird of paradise flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Bird of Paradise flower boasts an astonishing and intricate pattern that mimics its avian namesake.</sentence>
<sentence>At the heart of the bloom lies a cluster of brightly colored sepals, typically vibrant orange or red.</sentence>
<sentence>These sepals curve upwards, resembling the crest of a bird.</sentence>
<sentence>Emerging from beneath the sepals are the ""petals,"" which are actually modified stamens and pistils.</sentence>
<sentence>These structures are usually a vivid blue or purple, creating a striking contrast with the orange sepals.</sentence>
<sentence>The arrangement is not random; there's a distinct symmetry that contributes to the overall avian illusion.</sentence>
<sentence>Long, pointed structures protrude from the flower, adding to the spiky, flamboyant appearance of a tropical bird.</sentence>
<sentence>The entire structure is designed to attract pollinators, with its bold colors and unusual form playing a crucial role.</sentence>
<sentence>The way the parts are fused and layered is geometrically precise, creating a layered, almost layered sculpture.</sentence>
<sentence>This unique pattern, a marvel of natural design, truly captures the exotic essence of its namesake.</sentence>",10
flower,bird of paradise flower,"Use 10 sentences to describe the the shape of the bird of paradise flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The Bird of Paradise flower, botanically known as Strelitzia reginae, possesses a truly striking and unique form.</sentence>
<sentence>It is often described as resembling a tropical bird in mid-flight, hence its common name.</sentence>
<sentence>The most prominent feature is a cluster of three bright orange sepals that unfurl like flames.</sentence>
<sentence>Nestled beneath these sepals are three vivid blue petals, forming a prominent crest.</sentence>
<sentence>This blue crest is often fused together, creating a pointed, arrow-like structure.</sentence>
<sentence>Emerging from within the blue petals is a single, dark green spathe, which is a modified leaf that encloses the developing flower parts.</sentence>
<sentence>This spathe is boat-shaped and points horizontally, further contributing to the avian illusion.</sentence>
<sentence>The overall silhouette is angular and architectural, with none of the typical soft curves of many other flowers.</sentence>
<sentence>Three staminodes, which are sterile stamens, are often visible as small, white, tongue-like appendages within the blue structure.</sentence>
<sentence>This complex arrangement of colorful, upright elements creates a dramatic and exotic visual spectacle.</sentence>",10
flower,fritillary flower,"Use 10 sentences to describe the what the fritillary flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Fritillary flowers are instantly recognizable by their unique, bell-shaped or pendant blossoms.</sentence>
<sentence>Each petal, often six in number, curves gracefully downwards, resembling a loose bell.</sentence>
<sentence>The most distinctive feature of many fritillaries is the presence of intricate, checkered markings on the interior of the petals.</sentence>
<sentence>These chequered patterns can vary in color, often appearing as squares or rectangles of darker hues against a lighter background.</sentence>
<sentence>The flowers typically hang from a slender stem, adding to their delicate and somewhat shy appearance.</sentence>
<sentence>Colors can range widely, from pale yellows and greens to rich purples, browns, and even near-blacks.</sentence>
<sentence>Some species have very subtle markings, appearing almost solid in color from a distance.</sentence>
<sentence>The stamens and pistil are usually nestled deep within the bell of the flower, often a contrasting color.</sentence>
<sentence>The leaves of fritillary plants are often lance-shaped or linear and emerge from the base of the stem or in whorls along it.</sentence>
<sentence>Overall, the fritillary presents an elegant, often subtly patterned, and uniquely pendant floral form.</sentence>",10
flower,fritillary flower,"Use 10 sentences to describe the the appearance of the fritillary flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The fritillary flower is most recognizable for its distinctive bell-shaped or nodding blooms.</sentence>
<sentence>These flowers often cascade downwards, creating an elegant and somewhat shy appearance.</sentence>
<sentence>Their petals are typically recurved or reflexed, curling back from the center of the flower.</sentence>
<sentence>A prominent feature are the intricate, checkerboard-like markings that adorn the inner surfaces of the petals.</sentence>
<sentence>These markings, resembling a mosaic or a miniature stained-glass window, give the flower its name.</sentence>
<sentence>The colors of fritillary flowers can range from deep purples and rich browns to vibrant oranges and yellows.</sentence>
<sentence>Many species possess a delicate, often sweet fragrance that adds to their allure.</sentence>
<sentence>The leaves are usually lance-shaped or linear, growing in whorls or along the stem, and are typically a fresh green color.</sentence>
<sentence>The overall form of the plant is often slender and graceful, with a single stem bearing one or a few flowers.</sentence>
<sentence>Each bloom, with its unique pattern and downward gaze, possesses an undeniable wild beauty.</sentence>",10
flower,fritillary flower,"Use 10 sentences to describe the the color of the fritillary flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The fritillary flower often boasts a rich, deep purple hue, reminiscent of twilight skies.</sentence>
<sentence>Some varieties shimmer with a velvety sheen, catching the light like polished amethyst.</sentence>
<sentence>Within this primary color, delicate veins of a darker, almost black shade might trace intricate patterns.</sentence>
<sentence>Occasionally, hints of indigo or a dusky lavender can be observed, adding subtle complexity.</sentence>
<sentence>The intensity of the purple can vary, ranging from a soft, muted tone to a vibrant, jewel-like saturation.</sentence>
<sentence>The inner surfaces of the petals sometimes display a lighter, almost silvery purple, creating a captivating contrast.</sentence>
<sentence>There are also fritillary species that exhibit a striking checkerboard pattern, where distinct squares of deep purple alternate with lighter purple or even white.</sentence>
<sentence>This patterned effect gives them a unique and eye-catching appearance, akin to stained glass.</sentence>
<sentence>Even the sepals can share in this regal coloration, often mirroring the petal's deep purple. </sentence>
<sentence>Overall, the fritillary's color is a regal and sophisticated purple, frequently accented with intricate darker markings or patterns.</sentence>",10
flower,fritillary flower,"Use 10 sentences to describe the the pattern of the fritillary flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The fritillary flower showcases a distinctive six-petaled structure, often described as bell-shaped or pendant.</sentence>
<sentence>Each petal typically features a checkerboard pattern of dark spots or markings against a lighter background.</sentence>
<sentence>These markings are not random but follow a precise, repeating arrangement on each petal.</sentence>
<sentence>The symmetry of the fritillary is remarkable, with the six petals arranged in two whorls of three.</sentence>
<sentence>Internally, the flower often displays a pattern of stamens and pistils that contributes to its overall aesthetic.</sentence>
<sentence>The intensity and size of the dark spots can vary between different species and even individual plants.</sentence>
<sentence>The overall effect of the patterned petals creates a visually striking and complex floral design.</sentence>
<sentence>Some fritillary varieties exhibit subtle color gradients within their petals, adding another layer to their visual appeal.</sentence>
<sentence>The delicate nature of the petal tissue allows the dark markings to appear as though they are delicately painted onto the surface.</sentence>
<sentence>This intricate, tessellated pattern serves as a fascinating characteristic of the diverse fritillary family.</sentence>",10
flower,fritillary flower,"Use 10 sentences to describe the the shape of the fritillary flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The fritillary flower boasts a strikingly unique and often intricate form, deviating from more common petal arrangements.</sentence>
<sentence>Its most distinguishing feature is the presence of six petals, which are typically reflexed or strongly recurved, bending backward away from the flower's center.</sentence>
<sentence>These petals often possess a distinctive checkerboard pattern or dappled markings, giving them a jewel-like appearance.</sentence>
<sentence>Within the reflexed petals, a second set of petal-like structures, called nectaries or staminodes, are often visible.</sentence>
<sentence>These inner structures can be quite variable in shape, sometimes appearing as small hoods or lobed appendages.</sentence>
<sentence>The overall silhouette of a fritillary bloom is often described as bell-shaped or urn-shaped when viewed from the side, due to the downward-hanging nature and the curvature of the outer petals.</sentence>
<sentence>The stamens are typically prominent and clustered in the center, adding to the flower's complex visual texture.</sentence>
<sentence>The pistil and stigma are usually contained within the reproductive core, often partially obscured by the surrounding structures.</sentence>
<sentence>Some species may also exhibit a slight nodding or pendulous habit, further enhancing their delicate and somewhat exotic appearance.</sentence>
<sentence>The combination of reflexed petals, patterned coloring, and internal nectaries creates a truly distinctive and recognizable floral shape.</sentence>",10
flower,sweet william flower,"Use 10 sentences to describe the what the sweet william flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sweet william flower is a delightfully vibrant and typically small bloom.</sentence>
<sentence>Its petals are often fringed or notched, giving them a delicate, almost ruffled appearance.</sentence>
<sentence>The most striking feature of many sweet williams is their intense coloration, ranging from deep reds and pinks to pure whites and variegated patterns.</sentence>
<sentence>These blossoms are usually clustered together in dense, rounded heads, creating a full and impressive display.</sentence>
<sentence>Each individual flower within the cluster is typically quite petite, often measuring less than an inch across.</sentence>
<sentence>The colors in a single sweet william bloom can be incredibly diverse, with many exhibiting a pleasing eye-like pattern of a different hue at their center.</sentence>
<sentence>Some varieties boast striking stripes or contrasting edges, adding to their visual appeal.</sentence>
<sentence>The overall form of the flower cluster is reminiscent of a pincushion, with many individual blooms emerging from a central point.</sentence>
<sentence>The petals themselves can have a slightly velvety texture, contributing to their rich appearance.</sentence>
<sentence>Overall, the sweet william presents a charming and colorful spectacle of numerous small, often intricately patterned flowers packed into a single, eye-catching head.</sentence>",10
flower,sweet william flower,"Use 10 sentences to describe the the appearance of the sweet william flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Sweet William flowers are a vibrant and cheerful sight in any garden.</sentence>
<sentence>Their most striking feature is their dense, flat-topped clusters of small blooms.</sentence>
<sentence>Each individual flower is typically five-petaled, often showcasing a distinct eye or ring of a contrasting color.</sentence>
<sentence>The petals themselves are usually notched or slightly ragged at the edges, giving them a delicate appearance.</sentence>
<sentence>Colors range dramatically, from pure whites and soft pinks to deep reds, purples, and mottled bi-colors.</sentence>
<sentence>Many varieties exhibit a delightful speckling or lacing pattern, adding intricate detail to the petals.</sentence>
<sentence>The overall form of the flower cluster can be quite varied, from tightly packed domes to more loosely arranged sprays.</sentence>
<sentence>A sweet, clove-like fragrance often emanates from these blossoms, enhancing their appeal.</sentence>
<sentence>The foliage of the Sweet William plant is typically a sturdy, grayish-green with a somewhat upright growth habit.</sentence>
<sentence>These charming flowers offer a delightful combination of bold color and intricate detail.</sentence>",10
flower,sweet william flower,"Use 10 sentences to describe the the color of the sweet william flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Sweet William flowers boast a vibrant and varied palette, often showcasing a striking crimson hue.</sentence>
<sentence>This deep red can range from a bright, almost fuchsia, to a more subdued, velvety burgundy.</sentence>
<sentence>However, red is not the only story; many sweet williams display a captivating mix of colors, such as pink and white.</sentence>
<sentence>Some petals are edged with pristine white, creating a delicate contrast against the bolder colors.</sentence>
<sentence>Others exhibit a delightful eye or a starburst pattern of white or a lighter shade in their center.</sentence>
<sentence>Occasionally, you might encounter a sweet william with a surprisingly soft lavender or a pale rosy blush.</sentence>
<sentence>The intensity of the color can also vary, with some flowers appearing almost neon in their brilliance.</sentence>
<sentence>The texture of the petals, often slightly ruffled, can also influence how the light catches and reflects the color.</sentence>
<sentence>This creates a subtle luminosity, making the hues appear even richer and more captivating.</sentence>
<sentence>Overall, the color of sweet William flowers is a cheerful and diverse exhibition of reds, pinks, and whites, often with charming patterned accents.</sentence>",10
flower,sweet william flower,"Use 10 sentences to describe the the pattern of the sweet william flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sweet william flower, *Dianthus barbatus*, presents a charming and intricate pattern of florets clustered together.</sentence>
<sentence>Each individual floret typically possesses five petals, often with notched or fringed edges.</sentence>
<sentence>These petals radiate outwards from a slightly protruding central eye, creating a star-like or subtly circular appearance.</sentence>
<sentence>The arrangement of these individual florets forms a dense, domed or flattened cluster, known as a cyme.</sentence>
<sentence>Within this cluster, the florets mature at slightly different rates, leading to a gradient of bloom at any given time.</sentence>
<sentence>Coloration is a defining characteristic, with petals often displaying striking bicoloration or intricate banding.</sentence>
<sentence>Common patterns include a central ""eye"" of a contrasting color surrounded by radiating stripes or patches on the petals.</sentence>
<sentence>Some varieties exhibit a speckled or dotted appearance, adding a delicate texture to the overall bloom.</sentence>
<sentence>The edges of the petals themselves can be subtly serrated or have a finely divided fringe, contributing to the flower's feathery look.</sentence>
<sentence>Overall, the sweet william's pattern is a harmonious interplay of individual petal shapes, diverse colorations, and the organized yet varied arrangement of numerous florets.</sentence>",10
flower,sweet william flower,"Use 10 sentences to describe the the shape of the sweet william flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The sweet william flower forms a charming, flattened cluster of individual blooms.</sentence>
<sentence>Each tiny blossom is typically star-shaped, boasting five distinct petals.</sentence>
<sentence>These petals often have a notched or slightly toothed edge, adding a delicate detail.</sentence>
<sentence>The overall impression is of a dense, compact head, often resembling a pincushion or a small pom-pom.</sentence>
<sentence>The individual flowers are closely packed together, creating a rich textural effect.</sentence>
<sentence>The clusters can range from relatively flat to slightly domed, depending on the variety and stage of bloom.</sentence>
<sentence>The edges of the flower cluster are somewhat irregular, defined by the outermost blooms.</sentence>
<sentence>Within the cluster, the individual star shapes intermingle, creating a lively, intricate pattern.</sentence>
<sentence>The base of each tiny flower is usually enclosed by a calyx, a small, tubular structure.</sentence>
<sentence>Collectively, these small, starry flowers create a beautiful, multifaceted display.</sentence>",10
flower,azalea flower,"Use 10 sentences to describe the what the azalea flower looks like:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Azaleas are renowned for their vibrantly colored, trumpet-shaped blossoms.</sentence>
<sentence>These flowers typically grow in clusters, creating a stunning visual display.</sentence>
<sentence>The petals of an azalea can range in color from soft pastels like pale pink and lavender to bold hues of red, orange, and deep purple.</sentence>
<sentence>Some azalea varieties feature delicate, ruffled edges on their petals, adding a touch of elegance.</sentence>
<sentence>The stamens, often a contrasting color, protrude from the center of the bloom, tipped with pollen-laden anthers.</sentence>
<sentence>Azalea flowers can be single-flowered, with five distinct petals, or semi-double, possessing more layers.</sentence>
<sentence>Occasionally, you'll find double-flowered azaleas, which have a profusion of petals creating a fuller, more elaborate appearance.</sentence>
<sentence>The size of individual azalea flowers can vary, from small, dainty blooms to larger, more prominent ones.</sentence>
<sentence>Their fragrance is often mild, with some varieties exuding a sweet, delicate scent.</sentence>
<sentence>The overall impression of an azalea bloom is one of lushness and abundant floral beauty.</sentence>",10
flower,azalea flower,"Use 10 sentences to describe the the appearance of the azalea flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Azalea flowers are renowned for their vibrant and captivating bloom.</sentence>
<sentence>They typically present themselves in clusters, creating a stunning visual impact.</sentence>
<sentence>Individual petals are often delicate and somewhat ruffled, adding a soft texture.</sentence>
<sentence>Commonly, azaleas feature bell-shaped or funnel-shaped flowers, sometimes with a slight trumpet-like flare.</sentence>
<sentence>The color palette of azaleas is incredibly diverse, ranging from soft pastels to bold, saturated hues.</sentence>
<sentence>You can find them in shades of pink, red, white, purple, orange, and even bi-colored varieties.</sentence>
<sentence>The interiors of the blossoms sometimes boast contrasting markings or intricate patterns, like delicate veins or spots.</sentence>
<sentence>Their stamens, often prominent, are usually a contrasting color and extend gracefully from the throat of the flower.</sentence>
<sentence>The foliage of the azalea bush itself, though not part of the flower, often complements the bloom with its glossy, evergreen leaves.</sentence>
<sentence>Overall, the azalea flower is a symbol of delicate beauty and abundant color in the garden.</sentence>",10
flower,azalea flower,"Use 10 sentences to describe the the color of the azalea flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>Azalea blossoms burst forth in a dazzling spectrum of vibrant hues.</sentence>
<sentence>Crimson reds, deep and passionate, often dominate the landscape where azaleas bloom.</sentence>
<sentence>Pinks, ranging from the palest blush to a shocking fuchsia, add a delicate sweetness to their appearance.</sentence>
<sentence>Whites, pure and pristine, offer a stark contrast and an air of elegant simplicity.</sentence>
<sentence>Oranges, fiery and bold, bring a burst of sunshine and warmth to any garden.</sentence>
<sentence>Yellows, soft and buttery or bright and cheerful, mimic the glow of a summer day.</sentence>
<sentence>Purples, from lavender whispers to royal amethyst, lend an air of regal sophistication.</sentence>
<sentence>Some azaleas boast bi-colored petals, a playful interplay of contrasting shades.</sentence>
<sentence>The intensity and saturation of these colors can vary greatly, from pastel pastels to saturated jewels.</sentence>
<sentence>Each azalea's hue contributes to its unique charm, creating a breathtaking tapestry of floral artistry.</sentence>",10
flower,azalea flower,"Use 10 sentences to describe the the pattern of the azalea flower:

    Your ouput should be in the following format:
    <sentence>sentence 1</sentence>
    <sentence>sentence 2</sentence>
    ...
    <sentence>sentence 10</sentence>","<sentence>The azalea flower typically exhibits a radial symmetry, meaning its petals are arranged around a central point.</sentence>
<sentence>Most azaleas possess five petals, forming a distinct star-like or funnel shape when viewed from above.</sentence>
<sentence>These petals are often fused at the base, creating a more robust, cup-like structure.</sentence>
<sentence>The edges of the petals can vary, presenting smooth, undulating, or even slightly ruffled textures.</sentence>
<sentence>Within the flower, prominent stamens, usually numbering more than the petals, extend outwards, adding to the floral display.</sentence>
<sentence>The pistil, located at the center, typically consists of a single style topped by a stigma.</sentence>
<sentence>Color saturation is a key characteristic, with azaleas displaying a vibrant spectrum from soft pastels to deep, rich hues.</sentence>
<sentence>The presence of speckles or streaks on the petals adds intricate detail and visual interest to the overall pattern.</sentence>
<sentence>The arrangement of flowers in trusses or clusters further contributes to the azalea's distinctive presentation.</sentence>
<sentence>The overall pattern is one of delicate yet structured beauty, designed to attract pollinators with its form and color.</sentence>",10
