dataset,class_name,prompt,content
CIFAR10,dog,"Use 10 sentences to describe the the color of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog's coat shimmered with a rich, deep sable hue.</sentence>
<sentence>Hints of chocolate brown swirled through its fur, especially around its ears and muzzle.</sentence>
<sentence>Its underbelly boasted a lighter cream, a soft contrast to the darker shades.</sentence>
<sentence>Sunlight caught its fur, revealing subtle golden undertones that sparkled like hidden treasures.</sentence>
<sentence>The tips of its ears were a darker, almost black, shade, adding definition.</sentence>
<sentence>One patch on its flank was a lighter, dusty brown, like worn leather.</sentence>
<sentence>Its eyes were the color of warm amber, mirroring the earthy tones of its coat.</sentence>
<sentence>The pigment of its nose was a stark, pure black, a bold punctuation mark.</sentence>
<sentence>Even in shadow, the depth of its color remained, a testament to its natural beauty.</sentence>
<sentence>Overall, the dog presented a complex tapestry of browns, from dark espresso to soft caramel.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the the pattern of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog's coat is a tapestry of deep ebony, punctuated by striking patches of pure white.</sentence>
<sentence>These white markings are not randomly scattered but form a distinct and symmetrical pattern.</sentence>
<sentence>A broad white blaze runs from the bridge of its nose, widening as it ascends between its eyes.</sentence>
<sentence>This prominent blaze continues down its forehead, gracefully tapering off before reaching its brow.</sentence>
<sentence>On its chest, a large, inverted white V-shape creates a bold contrast against the dark fur.</sentence>
<sentence>Its front paws are entirely dipped in white, resembling pristine gloves.</sentence>
<sentence>The hind legs are predominantly black, with only the very tips of its rear paws showcasing the same white coloration.</sentence>
<sentence>Its tail is a mix, with a black base that transitions into a white tip, creating a playful flag.</sentence>
<sentence>This consistent and well-defined pattern gives the dog a distinguished and almost tuxedo-like appearance.</sentence>
<sentence>The juxtaposition of black and white is sharp and clear, making the dog's visual presentation quite memorable.</sentence>"
CIFAR10,dog,"Use 10 sentences to describe the the shape of the dog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The dog possesses a sleek and muscular build, suggesting agility and strength.</sentence>
<sentence>Its body is longer than it is tall, giving it a streamlined appearance.</sentence>
<sentence>A well-defined chest tapers into a tucked, athletic abdomen.</sentence>
<sentence>The legs are proportionate to its body, appearing sturdy and well-muscled.</sentence>
<sentence>Its tail, when held at rest, often curves gently downwards.</sentence>
<sentence>The head is characterized by a moderate length, neither overly broad nor too narrow.</sentence>
<sentence>Ears can vary, but in this case, they are often set high and may stand erect or fold slightly.</sentence>
<sentence>The muzzle is clean and well-proportioned, leading to a keen expression.</sentence>
<sentence>The overall silhouette is one of balanced proportions and refined elegance.</sentence>
<sentence>This canine form speaks to a heritage of purpose, possibly for running or working.</sentence>"
CIFAR10,frog,"Use 10 sentences to describe the what the frog looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The frog's skin is a vibrant emerald green, slick and glistening with moisture.</sentence>
<sentence>Its back is adorned with a scattering of small, irregular black spots that provide a subtle camouflage.</sentence>
<sentence>Protruding prominently from its head are two large, bulbous eyes, a deep golden color with dark, slit-like pupils.</sentence>
<sentence>These eyes seem to survey its surroundings with an almost unnerving intensity.</sentence>
<sentence>Its head is broad and somewhat flattened, tapering to a wide, expressive mouth.</sentence>
<sentence>The frog possesses long, powerful hind legs, clearly designed for impressive leaps.</sentence>
<sentence>These legs are a slightly darker shade of green than its back, with visible muscle definition.</sentence>
<sentence>Its front legs are shorter and more slender, ending in delicate, webbed toes tipped with tiny suction pads.</sentence>
<sentence>A slender, almost invisible neck connects its head to its body.</sentence>
<sentence>Overall, the frog presents a smooth, streamlined, and agile appearance.</sentence>"
CIFAR10,frog,"Use 10 sentences to describe the the appearance of the frog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The frog's skin was a vibrant emerald green, speckled with darker, almost black, irregular markings.</sentence>
<sentence>Its body was plump and rounded, indicating a healthy appetite.</sentence>
<sentence>Large, bulbous eyes, a striking golden-brown, protruded from the sides of its head, offering a wide field of vision.</sentence>
<sentence>A slender, pink tongue, usually coiled within its mouth, was a hint of its predatory nature.</sentence>
<sentence>Its legs were long and muscular, perfectly adapted for leaping through its marshy habitat.</sentence>
<sentence>The hind legs, especially, were powerfully built, suggesting a strong jumping capacity.</sentence>
<sentence>Tiny, delicate webbed feet, with slightly raised pads, were visible when it was at rest.</sentence>
<sentence>A faint, almost translucent line ran down the center of its back, adding a subtle detail to its form.</sentence>
<sentence>Its mouth was wide, stretching almost the entire width of its head, ready to snap up unsuspecting insects.</sentence>
<sentence>Overall, the frog presented a sleek yet robust appearance, a testament to its efficient design for survival.</sentence>"
CIFAR10,frog,"Use 10 sentences to describe the the color of the frog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The frog's skin shimmered with an emerald brilliance.</sentence>
<sentence>A vibrant, almost luminous green dominated its entire body.</sentence>
<sentence>Tiny flecks of golden yellow, like scattered pollen, dotted its back.</sentence>
<sentence>Its underbelly was a lighter, softer shade of lime, hinting at transparency.</sentence>
<sentence>The green was deep and rich, reminiscent of moss-covered stones after a rain.</sentence>
<sentence>Occasionally, hints of a dusky olive appeared along its flanks, adding depth.</sentence>
<sentence>Its bright green eyes, like polished jewels, seemed to absorb the surrounding verdancy.</sentence>
<sentence>The overall impression was one of intense, life-affirming coloration.</sentence>
<sentence>It was a green so pure it seemed to radiate an inner light.</sentence>
<sentence>This verdant hue was the very essence of the forest canopy made manifest.</sentence>"
CIFAR10,frog,"Use 10 sentences to describe the the pattern of the frog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The frog's body is predominantly a vibrant green, offering excellent camouflage in leafy environments.</sentence>
<sentence>Scattered across its back are irregular dark brown splotches, creating a dappled effect.</sentence>
<sentence>These splotches vary in size and shape, adding to the uniqueness of each individual frog's pattern.</sentence>
<sentence>A thin, lighter green stripe runs down the center of its back, bisecting the darker markings.</sentence>
<sentence>Its legs are also green but are marked with more pronounced, darker bands, especially on the hind legs used for leaping.</sentence>
<sentence>These bands are often broken and uneven, not forming perfect rings.</sentence>
<sentence>The belly of the frog is a pale, creamy yellow, providing a stark contrast to its green upper body.</sentence>
<sentence>There are no distinct patterns on its underside, just a smooth, uniform color.</sentence>
<sentence>Its eyes are large and bulbous, with dark pupils surrounded by a golden iris, adding to its distinctive appearance.</sentence>
<sentence>Overall, the frog's pattern is a masterful blend of greens and browns, designed for both beauty and effective concealment.</sentence>"
CIFAR10,frog,"Use 10 sentences to describe the the shape of the frog:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>Frogs possess a generally compact and somewhat rounded body shape.</sentence>
<sentence>Their torso is broad and flattened, designed for efficient movement through water and underbrush.</sentence>
<sentence>The head is often triangular or heart-shaped, tapering towards the snout.</sentence>
<sentence>Large, bulging eyes are a prominent feature, situated high on the head for a wide field of vision.</sentence>
<sentence>Their limbs are typically long and muscular, with powerful hind legs adapted for jumping and swimming.</sentence>
<sentence>The front limbs are shorter and sturdier, used for support and maneuvering on land.</sentence>
<sentence>Webbed feet, particularly on the hind legs, are common, aiding in aquatic locomotion.</sentence>
<sentence>A short, almost nonexistent neck contributes to the streamlined appearance.</sentence>
<sentence>The skin is generally smooth and moist, though its texture can vary, and it follows the contours of their form.</sentence>
<sentence>Overall, the frog's physique is a testament to its amphibious lifestyle, blending power with agility.</sentence>"
CIFAR10,horse,"Use 10 sentences to describe the what the horse looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The horse possessed a sleek, muscular build, conveying both power and grace.</sentence>
<sentence>Its coat shimmered with a deep, chestnut hue, catching the light like polished wood.</sentence>
<sentence>A long, flowing mane, the color of spun gold, cascaded down its neck.</sentence>
<sentence>The tail was equally impressive, a thick plume of dark, silken hair that swished with every movement.</sentence>
<sentence>Its head was noble and well-proportioned, with intelligent, dark eyes that seemed to hold a spark of mischief.</sentence>
<sentence>Flaring nostrils hinted at a keen sense of smell and an alert disposition.</sentence>
<sentence>Ears, long and pointed, twitched attentively, picking up the slightest sounds.</sentence>
<sentence>Strong, well-defined legs ended in dark, sturdy hooves that struck the ground with a confident rhythm.</sentence>
<sentence>A patch of white, like a delicate brushstroke, adorned its forehead, adding a touch of uniqueness.</sentence>
<sentence>Overall, the horse presented a picture of magnificent vitality and untamed beauty.</sentence>"
CIFAR10,horse,"Use 10 sentences to describe the the appearance of the horse:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The horse possessed a coat of the deepest, richest mahogany, gleaming like polished wood under the sun.</sentence>
<sentence>Its mane and tail were a cascade of midnight black, long and flowing, stirring with the slightest breeze.</sentence>
<sentence>A single, striking white star adorned its forehead, a stark contrast to its dark visage.</sentence>
<sentence>Its build was powerfully athletic, with well-defined muscles rippling beneath its smooth hide.</sentence>
<sentence>The legs were long and elegantly tapered, promising both speed and endurance.</sentence>
<sentence>Large, expressive eyes, the color of dark amber, held a gentle intelligence and a hint of wildness.</sentence>
<sentence>A refined head featured a straight profile and alert, pricked ears that constantly swiveled, taking in every sound.</sentence>
<sentence>The muzzle was soft and dark, punctuated by delicate nostrils that flared slightly with each breath.</sentence>
<sentence>Its tail reached nearly to the hocks, a thick and luxurious appendage.</sentence>
<sentence>Overall, it was a creature of magnificent presence, exuding both grace and formidable strength.</sentence>"
CIFAR10,horse,"Use 10 sentences to describe the the color of the horse:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The horse possessed a coat the color of burnished copper, reflecting the sunlight with a warm, metallic gleam.</sentence>
<sentence>Deep within its mane, streaks of a darker, almost mahogany hue could be observed, adding depth to its overall coloring.</sentence>
<sentence>Its coat was not a uniform shade, but rather a tapestry of subtle variations, hinting at the richness of its lineage.</sentence>
<sentence>In the shade, the color softened to a muted, earthy rust, reminiscent of autumn leaves.</sentence>
<sentence>The curve of its powerful muscles was highlighted by subtle shifts in tone, revealing underlying strength.</sentence>
<sentence>Its muzzle carried a lighter, almost creamy shade, creating a gentle contrast against its richer body color.</sentence>
<sentence>Even its tail shimmered with this coppery radiance, flowing like liquid metal with every movement.</sentence>
<sentence>The overallimpression was one of a vibrant, living embodiment of a sunset.</sentence>
<sentence>This horse was not merely brown; it was a symphony of reds and golds, a truly striking visual spectacle.</sentence>
<sentence>The color was deep and lustrous, suggesting health and vitality.</sentence>"
CIFAR10,horse,"Use 10 sentences to describe the the pattern of the horse:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The horse's coat is a rich, deep chestnut, devoid of any white markings.</sentence>
<sentence>A subtle dappling, like scattered flecks of darker hair, is visible on its flanks and shoulders.</sentence>
<sentence>The mane and tail are a striking contrast, a glossy black that flows like dark silk.</sentence>
<sentence>Around the muzzle, a lighter shade of tan creates a soft, almost velvety appearance.</sentence>
<sentence>The legs are uniformly the same chestnut color as the body, with no leg barring or socks.</sentence>
<sentence>A faint, almost imperceptible darker stripe runs down the center of its back, often called a dorsal stripe.</sentence>
<sentence>The ears also echo the black of the mane and tail, adding to the striking contrast.</sentence>
<sentence>The overall impression is one of solid, unbroken color, a testament to its recessive genes.</sentence>
<sentence>No roan or pintos are present, highlighting the purity of this specific pattern.</sentence>
<sentence>This elegant, solid chestnut with the dark points is a classic and timeless equine beauty.</sentence>"
CIFAR10,horse,"Use 10 sentences to describe the the shape of the horse:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The horse possesses a powerful, muscular physique built for både speed and endurance.</sentence>
<sentence>Its body is elegantly proportioned, with a long, sloping neck that flows smoothly into its well-defined shoulders.</sentence>
<sentence>The back is strong and relatively straight, connecting the powerful hindquarters to the shoulders.</sentence>
<sentence>The chest is broad and deep, indicative of a large lung capacity necessary for athletic exertion.</sentence>
<sentence>Its legs are slender yet incredibly strong, tapering down to sturdy hooves that provide excellent traction.</sentence>
<sentence>The head is often refined and expressive, featuring intelligent eyes and alert ears.</sentence>
<sentence>A flowing mane and tail add to the horse's majestic silhouette, often moving gracefully with every stride.</sentence>
<sentence>The overall outline is one of harmonious curves and balanced proportions, a testament to natural engineering.</sentence>
<sentence>From the sweeping arch of its neck to the powerful set of its hindquarters, the horse's shape speaks of athleticism and grace.</sentence>
<sentence>Each part of its form is perfectly adapted for its function, whether it's galloping across open plains or carrying a rider with ease.</sentence>"
CIFAR10,ship,"Use 10 sentences to describe the what the ship looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The ship was a behemoth, its hull a dull, burnished bronze that hinted at countless voyages.</sentence>
<sentence>Massive, sweeping sails, woven from a coarse, deep indigo canvas, billowed dramatically from towering, dark-wood masts.</sentence>
<sentence>Its bow, carved into the fearsome visage of a roaring sea serpent, cut a menacing profile against the sky.</sentence>
<sentence>A complex network of rigging, thick ropes and thinner guide lines, crisscrossed the decks with an intricate, almost organic pattern.</sentence>
<sentence>The deck itself was a weathered expanse of planks, scarred by brine and the tread of many boots.</sentence>
<sentence>Several smaller cannons protruded from gunports along its broadsides, their dark muzzles glinting ominously.</sentence>
<sentence>A grand, ornate captain's cabin sat towards the stern, featuring arched windows framed with polished brass.</sentence>
<sentence>Smaller auxiliary boats were lashed securely to the main deck, ready for deployment.</sentence>
<sentence>Rust-colored stains streaked down from various points on the hull, evidence of salt corrosion and age.</sentence>
<sentence>Even at rest, the ship exuded an aura of formidable power and weathered resilience.</sentence>"
CIFAR10,ship,"Use 10 sentences to describe the the appearance of the ship:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The vessel was a majestic sight, its hull a deep, polished obsidian that seemed to absorb the very light around it.</sentence>
<sentence>Towering masts, impossibly slender and crafted from some unknown, silvery metal, pierced the sky.</sentence>
<sentence>Sails, woven from threads that shimmered with an ethereal luminescence, billowed gently, catching an unseen wind.</sentence>
<sentence>Intricate carvings, depicting swirling nebulae and celestial bodies, adorned the prow, hinting at its cosmic origins.</sentence>
<sentence>A faint, almost imperceptible hum emanated from its core, a resonant thrum that vibrated through the very air.</sentence>
<sentence>The deck, a mosaic of dark, iridescent wood, gleamed under the diffused starlight.</sentence>
<sentence>Numerous crystalline conduits snaked along its surface, pulsing with a soft, internal glow.</sentence>
<sentence>At its stern, a grand, sweeping rudder, veined with streaks of sapphire, steered its silent passage.</sentence>
<sentence>No visible engines or propulsion systems were apparent, adding to its enigmatic aura.</sentence>
<sentence>Overall, the ship exuded an aura of ancient power and otherworldly elegance, a silent sentinel of the void.</sentence>"
CIFAR10,ship,"Use 10 sentences to describe the the color of the ship:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The ship gleamed under the midday sun, a breathtaking expanse of pearl.</sentence>
<sentence>Its hull was painted in a lustrous shade of opalescent white, catching and reflecting the light.</sentence>
<sentence>Hints of silver seemed to shimmer within the white, giving it a subtle, metallic sheen.</sentence>
<sentence>As the light shifted, the pearlescent color would momentarily blush with faint, ethereal blues and pinks.</sentence>
<sentence>It was a color that spoke of polished ivory and the inside of a seashell.</sentence>
<sentence>The deep ocean's reflection played across its surface, adding fleeting depths of azure.</sentence>
<sentence>Compared to the stark white of clouds, this was a softer, more complex hue.</sentence>
<sentence>The sails, when unfurled, appeared as brilliant white canvases against the pearly backdrop.</sentence>
<sentence>This luminous color made the vessel seem almost too pure to belong to the rough seas.</sentence>
<sentence>It was a color of understated elegance, a beacon of serene grandeur on the waves.</sentence>"
CIFAR10,ship,"Use 10 sentences to describe the the pattern of the ship:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The ship's silhouette is characterized by its sleek, aerodynamic lines, suggesting speed and efficiency.</sentence>
<sentence>A prominent, central command bridge juts forward, offering an unobstructed view of the surrounding space.</sentence>
<sentence>Long, sweeping nacelles extend from the primary hull, housing powerful engines that hint at its interstellar capabilities.</sentence>
<sentence>Beneath the main body, a series of ventral fins provide stability and maneuverability during atmospheric entry.</sentence>
<sentence>The hull itself appears to be constructed of a dark, matte material, absorbing rather than reflecting light.</sentence>
<sentence>Subtle, glowing cyan lines trace along the ship's exterior, delineating structural components and propulsion conduits.</sentence>
<sentence>A large, rectangular cargo bay is integrated into the midsection, capable of accommodating substantial payloads.</sentence>
<sentence>Numerous small, retractable sensor arrays are dotted across the upper surfaces, indicating advanced navigational and scanning technology.</sentence>
<sentence>The stern culminates in a series of exhaust ports, from which a faint, residual energy signature emanates.</sentence>
<sentence>Overall, the ship presents a functional yet elegant design, built for exploration and rapid transit.</sentence>"
CIFAR10,ship,"Use 10 sentences to describe the the shape of the ship:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The ship's hull was a sleek, elongated teardrop, tapering to a sharp point at the bow.</sentence>
<sentence>Its sides curved upwards with a graceful, almost organic arc.</sentence>
<sentence>A prominent, bulbous section characterized its midsection, suggesting immense internal volume.</sentence>
<sentence>The stern broadened considerably, forming a broad, flattened transom that seemed to anchor it in the water.</sentence>
<sentence>Above the waterline, a series of tiered decks cascaded downwards towards the main deck.</sentence>
<sentence>Each deck was punctuated by numerous rectangular windows, hinting at spacious interiors.</sentence>
<sentence>Numerous masts, impossibly tall and slender, rose from the main deck, supporting vast expanses of sail.</sentence>
<sentence>Thin, elegant rigging crisscrossed the air between these masts, creating a delicate, intricate web.</sentence>
<sentence>The overall silhouette was one of imposing elegance, a creature born of wind and wave.</sentence>
<sentence>Its form spoke of both speed and stability, a masterful fusion of design and purpose.</sentence>"
CIFAR10,truck,"Use 10 sentences to describe the what the truck looks like:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The truck is a robust, full-size pickup with a commanding presence.</sentence>
<sentence>Its body is painted a deep, glossy midnight blue that shimmers in the sunlight.</sentence>
<sentence>A chrome grille, wide and imposing, dominates the front fascia, framing the headlights.</sentence>
<sentence>The headlights themselves are modern, angular LEDs that give it a determined gaze.</sentence>
<sentence>Large, rugged tires with aggressive tread patterns are mounted on black alloy wheels.</sentence>
<sentence>A substantial tow hitch is integrated into the rear bumper, hinting at its towing capabilities.</sentence>
<sentence>The pickup bed appears spacious and durable, ready for hauling various loads.</sentence>
<sentence>Tinted windows offer a degree of privacy and add to its sleek, powerful aesthetic.</sentence>
<sentence>Subtle badging in a contrasting silver denotes its make and model.</sentence>
<sentence>The overall impression is one of strength, reliability, and a touch of rugged sophistication.</sentence>"
CIFAR10,truck,"Use 10 sentences to describe the the appearance of the truck:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The truck gleamed with a deep, lustrous navy blue paint, catching the light from every angle.</sentence>
<sentence>Its chrome accents, particularly on the grille and bumper, shone brightly, a stark contrast to the dark bodywork.</sentence>
<sentence>Large, aggressive off-road tires with a chunky tread pattern hinted at its rugged capabilities.</sentence>
<sentence>A prominent, raised hood suggested a powerful engine humming beneath its surface.</sentence>
<sentence>The headlights were sleek and modern, projecting a sharp, white beam.</sentence>
<sentence>Dual exhaust pipes, also finished in polished chrome, protruded from the rear, adding to its muscular stance.</sentence>
<sentence>A subtle but distinct lift kit gave the truck an imposing, elevated profile.</sentence>
<sentence>The side mirrors were large and articulated, offering an expansive view of its surroundings.</sentence>
<sentence>Tinted windows added an element of mystery and privacy to the cabin.</sentence>
<sentence>Overall, the truck exuded a powerful, confident, and road-ready presence.</sentence>"
CIFAR10,truck,"Use 10 sentences to describe the the color of the truck:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The truck gleamed with a deep, almost obsidian black.</sentence>
<sentence>It wasn't a flat black, but one that held a subtle, metallic shimmer under the sunlight.</sentence>
<sentence>In the shadows, the black seemed to deepen, absorbing the light rather than reflecting it.</sentence>
<sentence>This rich black had a sophisticated, almost luxurious quality to it.</sentence>
<sentence>Occasionally, a hint of a dark, midnight blue would surface within its depths, adding a touch of mystery.</sentence>
<sentence>The paint was impeccably smooth, like polished onyx.</sentence>
<sentence>It possessed a certain gravitas, a color that commanded attention without being ostentatious.</sentence>
<sentence>When wet, the black became even more intense, a slick, liquid sheen.</sentence>
<sentence>This was a black that spoke of power and understated elegance.</sentence>
<sentence>Overall, the truck's color was a profound, multifaceted black that was captivating to behold.</sentence>"
CIFAR10,truck,"Use 10 sentences to describe the the pattern of the truck:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The truck's body is predominantly a deep, metallic blue.</sentence>
<sentence>A wide, contrasting stripe of bright yellow runs horizontally along the sides of the vehicle.</sentence>
<sentence>This yellow stripe tapers to a point towards the front of the truck.</sentence>
<sentence>Above the windows, a thin, crisp white line accentuates the roofline.</sentence>
<sentence>The front grille features bold, vertical chrome bars that gleam under light.</sentence>
<sentence>The tail lights are a standard red, but their arrangement creates a distinct rectangular pattern.</sentence>
<sentence>Small, circular white dots are sparsely scattered across the blue sections, resembling a subtle, starry effect.</sentence>
<sentence>Black tires with silver rims complete the visual presentation.</sentence>
<sentence>A reflective silver decal of the company logo is positioned on the driver's side door.</sentence>
<sentence>Overall, the pattern is a striking combination of bold colors and clean lines, designed for visibility and brand recognition.</sentence>"
CIFAR10,truck,"Use 10 sentences to describe the the shape of the truck:

Your ouput should be in the following format:
<sentence>sentence 1</sentence>
<sentence>sentence 2</sentence>
...
<sentence>sentence 10</sentence>","<sentence>The truck possesses a sturdy, rectangular chassis that forms its primary structure.</sentence>
<sentence>Its cab is a relatively compact, upright box mounted at the front, providing a distinct contrast to the larger cargo area.</sentence>
<sentence>The rear of the truck flares outward slightly, accommodating the expansive bed or container.</sentence>
<sentence>Large, circular wheels are positioned at the base, supporting the vehicle’s substantial weight.</sentence>
<sentence>A long, horizontal grille dominates the front of the cab, hinting at the powerful engine beneath.</sentence>
<sentence>The overall silhouette is tall and imposing, emphasizing its capacity for hauling goods.</sentence>
<sentence>Sharp, angular lines define the edges of the cab and body, contributing to a robust, utilitarian appearance.</sentence>
<sentence>The cargo bed, if open, presents a flat, wide platform, flanked by raised sides.</sentence>
<sentence>A set of visible exhaust pipes often protrude from beneath the rear, adding to its functional aesthetic.</sentence>
<sentence>From a distance, the truck’s shape is immediately recognizable as a solid, dependable workhorse designed for heavy loads.</sentence>"
